UID          PID    PPID  C STIME TTY          TIME CMD
wwj         4757    4642  0 08:15 ?        00:04:08       /snap/code/253/usr/share/code/code --type=gpu-process --disable-gpu-sandbox --no-sandbox --ozone-platform=x11 --crashpad-handler-pid=4660 --enable-crash-reporter=3ca26a0d-72bc-45a6-b464-cc6164adc5b6,no_channel --user-data-dir=/home/wwj/.config/Code --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=disabled --shared-files --field-trial-handle=3,i,6245533667958795259,7351252817740005904,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,17662253982221735519,16063534253126646124,4 --trace-process-track-uuid=3190708992871164437
wwj         4768    4642  0 08:15 ?        00:00:00       dconf watch /system/proxy/
wwj         4778    4642  1 08:15 ?        00:05:25       /snap/code/253/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=4660 --enable-crash-reporter=3ca26a0d-72bc-45a6-b464-cc6164adc5b6,no_channel --user-data-dir=/home/wwj/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6245533667958795259,7351252817740005904,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,17662253982221735519,16063534253126646124,4 --trace-process-track-uuid=3190708993808206286
wwj         4865    4778  0 08:15 ?        00:03:37         /home/wwj/.vscode/extensions/ms-vscode.cpptools-1.32.2-linux-x64/bin/cpptools
wwj         6164    4778  0 09:17 ?        00:00:02         /snap/code/253/usr/share/code/code /snap/code/253/usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=4778
wwj        13266    4778  0 16:19 ?        00:00:09         /home/wwj/.vscode/extensions/ms-vscode.cpptools-1.32.2-linux-x64/debugAdapters/bin/OpenDebugAD7
wwj         4792    4642  0 08:15 ?        00:00:15       /snap/code/253/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=4660 --enable-crash-reporter=3ca26a0d-72bc-45a6-b464-cc6164adc5b6,no_channel --user-data-dir=/home/wwj/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6245533667958795259,7351252817740005904,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,17662253982221735519,16063534253126646124,4 --trace-process-track-uuid=3190708994745248135
wwj         4793    4642  0 08:15 ?        00:00:19       /snap/code/253/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=4660 --enable-crash-reporter=3ca26a0d-72bc-45a6-b464-cc6164adc5b6,no_channel --user-data-dir=/home/wwj/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6245533667958795259,7351252817740005904,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,17662253982221735519,16063534253126646124,4 --trace-process-track-uuid=3190708995682289984
wwj         4881    4642  0 08:15 ?        00:00:05       /snap/code/253/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=4660 --enable-crash-reporter=3ca26a0d-72bc-45a6-b464-cc6164adc5b6,no_channel --user-data-dir=/home/wwj/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6245533667958795259,7351252817740005904,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,17662253982221735519,16063534253126646124,4 --trace-process-track-uuid=3190708996619331833
wwj         4911    4881  0 08:16 ?        00:00:04         /snap/code/253/usr/share/code/code /snap/code/253/usr/share/code/resources/app/node_modules.asar.unpacked/@github/copilot-linux-x64/index.js --headless --no-auto-update --log-level info --stdio --no-auto-login
wwj         5962    4642  0 09:08 ?        00:01:32       /snap/code/253/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=zh-CN --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=4660 --enable-crash-reporter=3ca26a0d-72bc-45a6-b464-cc6164adc5b6,no_channel --user-data-dir=/home/wwj/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6245533667958795259,7351252817740005904,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,GlobalShortcutsPortal,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,17662253982221735519,16063534253126646124,4 --trace-process-track-uuid=3190708997556373682
wwj         7507    5962  0 10:27 pts/0    00:00:00         /usr/bin/bash --init-file /snap/code/253/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
wwj        13283    7507  0 16:19 pts/0    00:00:00           /bin/sh /tmp/Microsoft-MIEngine-Cmd-fpavk4yg.z1n
wwj        13285   13283  0 16:19 pts/0    00:00:01             /usr/bin/gdb --interpreter=mi --tty=/dev/pts/0
wwj        13296   13285  0 16:19 ?        00:00:00               /home/wwj/桌面/learningc++/threadpool
wwj         7633    5962  0 10:28 pts/2    00:00:00         /usr/bin/bash --init-file /snap/code/253/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
wwj         8711    7633  0 11:01 pts/2    00:00:00           ./threadpool
wwj         7867    5962  0 10:30 pts/3    00:00:00         /usr/bin/bash --init-file /snap/code/253/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
wwj         8946    7867  0 11:05 pts/3    00:00:00           ./threadpool
wwj        12883    5962  0 16:18 pts/1    00:00:00         /usr/bin/bash --init-file /snap/code/253/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
wwj        13415   12883  0 16:20 pts/1    00:00:00           ./threadpool
wwj        13456    5962  0 16:20 pts/4    00:00:00         /usr/bin/bash --init-file /snap/code/253/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
wwj        18157   13456  0 16:42 pts/4    00:00:00           ps -efH
wwj         4660    1874  0 08:15 ?        00:00:00     /snap/code/253/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/wwj/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=b612f5f1-affe-4145-9507-73c5b4effc4c&iid=b612f5f1-affe-4145-9507-73c5b4effc4c&sid=b612f5f1-affe-4145-9507-73c5b4effc4c --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.130.0 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=42.6.0 --initial-client-fd=48 --shared-client-connection
wwj         7285    1874  0 10:26 ?        00:02:46     /home/wwj/.vscode/extensions/ms-vscode.cpptools-1.32.2-linux-x64/bin/cpptools-srv 4865 {7932CBEC-DFA5-4EE5-8A0B-A98FB0DFB30B}
root        5806       1  0 09:00 ?        00:00:01   /usr/libexec/fwupd/fwupd
